UID,tag,familiar,how_often,first,second,third
1397,hallucinatory,-1,1,ATMOSFERE,APOCALYPTIC,DELIRIUM
1415,mafia,5,2,don,smuggler,gang
1415,robots,5,4,machine,invention,strong
1415,comic book,5,4,fun,interesting read,colorful
1415,india,5,5,bollywood,taj mahal,poverty
1415,superhero,5,5,strong,spiderman,superman
1415,thought-provoking,4,5,influencing,encouraging,shocking
1398,mockumentary,3,1,satirical,not real documentary,humor
1398,disturbing,4,5,scaring,violents,bad
1398,adventure,5,5,good stories,enterprise,luck
1398,aliens,5,4,extraterrestrial,March men,from other planets
1398,art house,1,1,I,don't ,know
1398,plot twist,1,1,I,don't,know
1398,violence,5,5,Disturbing,deaths,shooting
1398,world war ii,5,5,shoooting,old movies,strategy
1398,predictable,5,2,foreseeable,known,easy known
1398,comic book,5,5,animes,super heroes,big producers
1410,horror,5,3,Scary,Terrifying,Blood-curdling
1410,documentary,5,5,Fascinating,interesting,smart
1410,mafia,5,5,criminal,killers,violent
1410,boring,5,5,yawn-inducing,uninteresting,long
1410,stupid,5,5,silly,dumb,idiotic
1410,adventure,5,5,daring,risky,brave
1410,religion,5,5,spiritual,prayer,God
1410,romance,5,5,Love,caring,adore
1410,culture clash,4,4,conflict,disagreement,divided
1410,inspirational,5,5,meaningful,poignant,deep
1412,unique,5,4,one of a kind,set apart,distinctive
1412,world war ii,4,3,fighting,enemies,axis and allies
1412,mystery,5,4,secret,confusion,not clear
1412,plot twist,4,4,unexpected change,not known,surprise ending
1412,pirates,5,3,long john silver,ships,swords
1412,musical,5,2,singing,dancing,melodical
1412,fantasy,5,4,dragons,mystical,magic
1412,insanity,5,2,madness,mental illness,crazy
1412,stupid,5,3,unintelligent,dumb,moronic
1412,nonlinear,5,3,not straight,random,erractic
1418,holocaust,5,3,terror,prison,death
1418,suspense,4,3,anticipation,anxiety,waiting
1418,prison,3,2,crime,pain,bad
1418,comic book,4,4,supernatural,heros,good
1418,animation,5,5,toys,animals,happy
1418,pirates,5,5,sea,trasure,adventure
1418,adventure,5,5,wonder,courage,freedom
1418,world war ii,5,4,economy,collapse,war
1418,comedy,5,5,laughter,jokes,wit
1422,prison,5,4,jail,death,time
1422,visually appealing,5,5,aet,pretty,gorgeous
1422,boring,5,1,wack,silent,short
1422,western,5,1,old,vintage,country
1422,martial arts,5,1,fight,skill,movement
1422,unique,5,5,new,different,great
1422,mockumentary,5,2,crazy,wild,unique
1422,horror,5,5,scary,shocking,thrilling
1416,steampunk,4,3,retrofuturistic,science,industrial
1416,comic book,5,4,super hero,comic,adventure
1416,mockumentary,4,3,documentary,fictional,parody
1416,nonlinear,5,3,disjointed,chronological,not sequential
1416,culture clash,5,5,conflict,cultural,values
1416,dystopia,2,2,imaginary,drama,futuristic
1416,martial arts,5,5,combat,fight,karate
1416,religion,2,2,god,bible,theological
1423,humorous,5,3,funny,laughable,amusing
1423,western,5,5,cowboys,horses,guns
1423,pirates,5,3,steal,bad,dangerous
1423,visually appealing,5,5,beautiful,relaxing,peaceful
1423,christmas,5,2,gifts,Jesus,decorations
1423,superhero,5,4,strong,fearless,intelligent
1423,drama,5,5,serious,feelings,emotions
1423,prison,5,3,incarnated ,jail,cell
1423,original,4,5,different,real,true
1423,twists & turns,4,4,excitement,unknown,adventure
1419,existentialism,3,3,Non-Conforming,Freedom,Individual 
1419,india,5,2,Asia,Bollywood,Country
1419,western,5,2,Cowboys,Horses,Old West
1419,animation,5,5,Anime,Cartoons,Kids Films 
1419,horror,5,5,Scary,Frightening ,Suspense
1419,film noir,-1,1,Black and Grey,Old Movies,Vintage
1419,pirates,5,1,Ships,Treasure,"""Aaaarrrrgggghhhh"""
1419,steampunk,3,1,Cyberpunk,Science Fiction,retro futurism  
1419,twists & turns,5,1,Surprise,Unexpected,Shock
1407,philosophical,5,5,What will be will be.,Try to live your life with compassion for your fellow man.,Man is but a small speck in the universe.
1407,quirky,5,4,Out of the norm.,Odd man out.,Not fitting in to society.
1407,aliens,5,4,Little green men.,Men in black.,They came from outer space.
1407,mystery,5,5,Who done it.,Who is lying and who is telling the truth.,Secrets abound.
1407,twists & turns,5,5,They did not see it coming.,No one thought it would end like this.,A roller coaster ride of suspense.
1407,action,5,4,Nonstop action from start to finish.,Adventure to far flung places.,Man against the elements.
1407,comic book,4,4,Superhero.,Misfit characters against the world.,Good wins over evil once again with our hero.
1407,disturbing,5,4,Not meant for children to watch.,Thought provoking.,What dark alleys will this lead us.
1407,tense,4,4,Unrelenting suspense.,There is no guarantee of a good outcome.,Who will win?
1407,world war ii,4,3,The greatest generation.,Pearl Harbor.,Hiroshoma.
1427,religion,5,3,Jesus,Church,Violence
1427,pirates,5,2,Ships,Shantys,Rum
1427,culture clash,3,4,Punk,Anarchy,Attitudes
1427,action,5,3,Explosions,Violence,Guns
1427,unique,5,4,Rare,Different,Diamond in the rough.
1427,mockumentary,5,4,Comedy,Characters,Crazy situations.
1427,holocaust,5,3,Jewish,Camps,Horror
1427,hallucinatory,3,3,Trippy,Wild Visuals,Confusing
1427,social commentary,4,4,Character flaws,Exposing faults in society,Criticizing those in charge.
1427,horror,5,5,Monsters,Fear ,Gore
1425,surreal,5,3,unbelievable ,beyond reality,extraordinary
1425,mystery,5,5,Problem solving,Unknown ,Scientific method
1425,mockumentary,5,2,Make fun of something,Comedy relief,Fake documentry
1425,funny,5,5,Pee my pants laughing,Hilarious,Cry-laughing
1425,pirates,5,2,Booties of gold,Hidden treasure,Bad guys of the sea
1425,satire,4,2,make fun of something,sad reality that is somehow funny,Kind'a depressing
1425,steampunk,5,2,Trendy fashion,Old time style with gears,modern twist on old
1425,christmas,5,3,Presents,Santa Clause,Family time
1425,musical,5,2,Singing the story,Lots of dancing,Hard to sit through
1425,superhero,5,4,Special powers,saving the world,lots of action
1432,tense,5,5,uncertain,high-stakes,mysterious
1432,psychological,5,4,cerebral,thoughtful,mind-bending
1432,stylized,4,3,designed,planned,of the moment
1432,christmas,5,2,holiday,festive,yule
1432,cyberpunk,5,4,future,mechanical,dystopian
1432,musical,5,2,songs,singing,dancing
1432,mystery,5,5,crime,detective,action
1432,superhero,5,5,powers,fantastic,comics
1432,hilarious,5,3,funny,jokes,comedy
1432,war,5,3,fighting,death,army
1435,film noir,5,3,dark,bad women,untrustworthy
1435,fantasy,5,4,not of this world,dreams,outside norms
1435,musical,4,1,singing,dancing,cheoreography
1435,drama,5,4,love,rejection,people
1435,insanity,4,2,different,not normal ,keeps you on your toes
1435,christmas,5,5,snow,family,santa
1435,quirky,3,4,makes you scratch your head,keeps you guessing,not usual
1435,mystery,4,5,unknown outcome,dark,murder and intrigue
1435,drugs,1,1,getting high,selling,using
1435,surreal,4,4,colorful ,keeping it different,chaning 
1434,war,5,5,death,suffering,destruction
1434,world war ii,5,4,genocide,rifle,germany
1434,stupid,3,2,dumb,iq,naive
1434,environmental,3,2,earth,plants,geology
1434,musical,1,1,music,violins,singing
1434,martial arts,4,2,punch,kick,china
1434,pirates,5,5,booty,ship,treasure
1434,steampunk,5,5,london,musket,robot
1434,original,1,1,cartoon,director,feelings
1433,quirky,4,2,Unusual,Eccentric ,Strange
1433,pirates,5,3,Thieves,Adventure ,Ocean 
1433,culture clash,2,2,Fighting ,Opposition ,Society 
1433,atmospheric,2,2,Setting,Story,Characters 
1433,social commentary,2,2,Opinion ,Struggle ,Protest 
1433,end of the world,5,4,Apocalypse ,Invasion ,Extinction 
1433,historical,5,4,Past,Story,Documented 
1433,overrated,5,2,Bad,Annoying ,Unliked
1433,christmas,5,2,December ,Cold,Holiday 
1433,fantasy,5,4,Imagination ,Weird ,Space 
1439,great soundtrack,5,5,great music,great sound effects ,enhances the movie watching experience 
1439,animation,5,5,cartoon like ,art,computer generated 
1439,tense,5,5,scary ,suspenseful ,has you on the edge of your seat 
1441,horror,5,5,scary,frightful,evil
1441,stupid,5,3,dumb,idiot,uneducated
1441,sci-fi,5,4,science,fiction,futuristic
1441,pirates,5,2,raider,rover,buccaneer
1441,serial killer,5,5,murderer,homicide,executioner
1441,original,5,5,unique,one of a kind,new
1441,funny,5,5,laughter,good times,hilarious
1441,robots,5,3,android,machine,droid
1441,mockumentary,4,3,fake,documentary style,loosely based on truth
1429,nonlinear,5,4,unpredictable,irregular,unpredictable
1429,funny,5,5,humorous,comic,hilarious
1449,self discovery,5,4,adventure,learning,honesty
1449,unique,5,4,individual,rare,
1449,robots,4,2,AI,inteligent,electronic
1449,cyberpunk,2,1,na,na,na
1449,great soundtrack,5,3,fun,upbeat,entertaining
1449,religion,5,4,,na,na
1449,humorous,5,5,comedy,funny,stand up
1449,pirates,5,2,theft,danger,stealing
1457,animation,5,4,Cartoons,Voices,Friendly 
1457,romance,5,5,Love,Affection,Hearts
1457,humorous,4,5,Funny,Relatable ,Comedy
1456,comedy,5,5,funny,laugher ,happiness
1456,plot twist,5,5,suspension,exciting,intrigued
1456,quirky,5,5,weird,odd,interesting
1456,artistic,5,5,intersting,fun,exicted
1456,cyberpunk,1,1,science fiction,cyberneticsc,dystopia
1456,violence,5,5,gangs,weapons,fighting
1456,superhero,5,5,super man,batman,spiderman
1456,horror,5,5,fright,terror,afraid 
1456,time travel,5,5,future,past,present
1460,end of the world,5,4,apocalypse,aliens,disaster
1460,violence,5,4,blood,strong language,guns
1460,robots,5,3,mechanical,sentient,evil
1460,thriller,5,2,teenager,knife,running away
1460,prison,5,2,inmates,scary criminals,bad living conditions
1460,musical,5,2,songs,cheesy,bad acting
1464,world war ii,2,2,Death,Blood,Germany 
1464,pirates,5,1,Crooks,Bad,Cheap
1464,humorous,2,2,Laughing ,Funny,Nice 
1459,romance,5,4,Love,Nicholas Sparks,Kiss
1459,quirky,5,4,Peculiar ,Drew Barrymore,Aubrey Plaza
1459,pirates,5,2,Johnny Depp,Caribbean ,Rum
1459,sci-fi,3,2,Mystery Science Theatre 3000,Nerdy,Comics
1459,drugs,5,4,Weed,Legalize,Breaking Bad
1459,fantasy,4,4,Disney princess ,Dream,Imagination 
1459,unique,5,4,Individual ,Original ,Interesting 
1459,animation,5,5,Frozen,Disney ,Daughter 
1459,futuristic,4,3,Sci-fi ,Space travel,Meh
1459,holocaust,5,4,Schindler’s List,Hitler,Heartbreaking 
1466,pirates,5,2,sword,ship,sails
1466,comic book,5,4,draw,fight,drama
1466,fantasy,5,4,land,dragon,magic power
1466,self discovery,3,3,personal choises,hobby,knowing
1466,christmas,5,4,gift,snow,candy
1474,predictable,5,4,Routine,Common,Easy to guess
1474,mystery,4,4,Scary,Unknown,Whodunnit
1474,martial arts,5,2,Karate,Kick,Fighting
1474,robots,5,2,Metal,Buttons,Futuristic
1474,psychological,4,3,Thinking,Brain,Convoluted
1474,humorous,5,5,Funny,Jokes,Hilarious
1470,predictable,5,3,expected,likely,unsurprising
1470,unique,5,4,special,original,distinctive 
1470,robots,4,2,Automation,non human,machine
1470,prison,5,4,penitentiary,lockup,jail
1470,end of the world,5,3,death,final,disaster
1470,documentary,5,5,on record,archieved,history
1470,animation,4,2,cartoon,comic,imagination 
1470,thriller,5,4,anxious,cliff-hanger,mystery
1470,stupid,5,3,dumb,boring,ignorant
1476,twist ending,5,4,cliffhanger,surprise villain,thriller
1476,martial arts,5,5,mma,wing chun,donnie yen
1476,space,5,3,star trek,star wars,aliens
1476,steampunk,1,1,no idea,none,none
1476,film noir,3,3,charlie chaplin,batman,french
1476,animation,5,4,pixar,dreamworks,kung fu panda
1476,christmas,5,4,under the mistletoe,black friday,snow
1476,musical,4,2,glee,dance,lala land
1476,western,5,3,cowboys vs aliens,wyatt earp,unforgiven
1476,twists & turns,5,5,raymond reddington,wanted,irobot
1477,comedy,5,5,Laughing,Enjoyment,Smiling
1477,hallucinatory,1,2,Weird,Eerie,Disturbing
1477,mockumentary,5,5,Comedy,Jokes,Humour
1477,hilarious,5,5,Funny,Humorous,Laughing
1477,christmas,5,2,Santa,Presents,Snow
1477,martial arts,1,1,Jackie Chan,Asia,Olympics
1477,film noir,-1,-1,Arty,,
1477,pirates,3,1,Sea,Ship,Treasure
1477,drugs,5,4,Cocaine,Illegal,Weed
1477,existentialism,-1,-1,na,na,na
1478,documentary,5,3,narrated,true story,historic
1478,musical,5,4,singing,light hearted,stage
1478,animation,5,5,cartoon,3D,family
1478,western,5,3,cowboy,southern accent,prairie
1478,martial arts,5,2,Karate,fighting,South East Asian
1463,mafia,4,4,Gangsters,Godfather,Organized crime family
1463,mockumentary,2,2,Satire,Fiction,Make fun of documentaries
1463,quirky,2,2,Peculiar,Curious,Different
1463,holocaust,5,4,Nazism,Concentration camps,Deaths
1463,humorous,5,4,Comedy,Smiles,Make fun of something
1463,hilarious,5,4,Funny,Comic,Laughs
1463,cyberpunk,3,3,Science fiction,Future,Opression
1463,stupid,3,3,Foolish,Silly,Idiot
1463,documentary,4,2,Narrative language,Real facts,Research and testimonials
1463,social commentary,3,3,Sense of justice,Rhetorical,Social criticism
1479,stupid,5,5,Brainless,Bonehead,Bubblehead
1467,comic book,5,3,Simba,Mowgli,Tom and jerry
1467,time travel,4,4,Time,Machine,Quantum
1467,nonlinear,-1,-1,Equation,Mathematics,stucture
1467,superhero,5,5,Ironman,uperman,Batman
1467,holocaust,5,5,Jews,Nazi,World war 2
1467,animation,5,5,Cartoon,Disney,Funny
1467,documentary,3,3,Fact,Truth,Real
1467,atmospheric,4,4,Environmental,Temperature,Hot
1481,mockumentary,5,3,funny,poor quality,cheesy
1481,martial arts,4,2,fighting,fast movements,hand to hand combat
1481,superhero,5,2,strong,flying,powers
1481,comedy,5,5,laughing,dumb jokes,funny
1481,witty,5,2,confusing,funny,thought provoking
1481,war,5,4,violence,bloodshead,weapons
1481,mystery,5,3,scary,thought provoking,interesting
1481,satire,5,3,making fun of something,cover,parody
1481,stupid,5,5,funny,easy going,easy to understand
1486,stupid,5,2,bad,dumb,terrible
1486,western,5,5,desert,weapons,action
1486,action,5,5,emotion,intense,thought-provoking
1486,comic book,4,4,animation,infancy,kid
1486,art house,3,3,design,culture,story
1486,thought-provoking,5,5,action,fear,emotion
1486,time travel,5,5,past,adventure,emotion
1486,mockumentary,4,4,lie,unethical,false
1487,existentialism,5,2,Life,Meaning,Purpose
1487,twists & turns,5,4,Shock,Intrigue,Surprise
1487,action,5,5,Explosion,Fight,Chase
1487,nonlinear,4,2,Timeline,Confusing,Complex
1487,pirates,5,1,Robbery,Murder,Ship
1487,social commentary,5,4,Endorse,Critical,Judgemental
1487,prison,5,4,Incarcerate,Criminals,Justice
1487,india,5,2,Sub Continent,Populous,Religious
1487,martial arts,5,3,Eastern,Fighting,Cultural
1491,suspense,5,3,curiosity,thrill,interesting
1491,romance,5,2,kind,passionate,love
1492,mafia,5,3,mob,boss,Italian
1492,martial arts,5,3,Karate,Japan,Kick
1492,culture clash,2,3,different,contrast ,dissimliar
1492,surreal,5,4,dreamlike,imagine,fantasy
1492,predictable,5,3,obvious,known,clear
1492,comedy,5,5,funny,hilarious,humor
1492,western,5,1,cowboy,horses,country
1492,superhero,5,5,hero,protector,action
1492,thriller,5,5,exciting,thrilling,intense
1492,cyberpunk,2,1,cyber,computer ,rascal
1493,animation,4,4,cartoon,funny,cute
1493,adventure,4,4,action,story,interesting
1493,twists & turns,4,4,spooky,confusing,challenging
1494,art house,3,2,Rocky Horror Picture Show,Clockwork Orange ,Joker
1494,animation,5,5,Cartoon,Disney,Kids
1494,original,4,3,New,Novel,Breakthrough 
1494,drama,5,5,fiction,story-telling,conflicts 
1494,horror,5,5,Scary ,Suspenseful,Creepy
1495,war,5,3,Violence,Blood,Death
1495,pirates,5,2,Adventure,Treasure,Mystery
1496,romance,5,3,Love,Kisses,Sexual
1496,robots,5,2,Futuristic,Scary,Distopian
1496,atmospheric,4,3,Suspensful,Very cinematic,Thriller
1496,existentialism,4,3,Bleak,Meaningless,Metaphysical
1496,art house,3,2,Lower budget,Independent,Intellectual
1496,quirky,5,4,Weird,Unique,Interesting
1496,justice,4,2,Redemption,Revenge,Payback
1497,war,5,4,sword ,death,rescue
1498,film noir,4,2,artsy,old hollywood,French
1498,mockumentary,5,4,cynical,funny,satirical
1498,time travel,5,3,dystopian,futuristic,intense
1498,pirates,5,3,pillaging,adventure,treasure
1498,religion,5,3,dogmatic,preachy,boring
1498,mystery,5,5,suspenseful,intelligent,manipulative
1498,steampunk,1,1,science fiction,futuristic,technology
1498,disturbing,5,3,scary,horrifying,disgusting
1498,suspense,5,4,terrifying,scary,intense
1498,musical,5,4,charming,lovely,enjoyable
1505,musical,5,2,songs,family,broadway
1505,funny,5,5,comedy,hilarious,comedien
1505,art house,1,-1,artsy,cinematic,boring
1505,superhero,5,5,marvel,dc,comic book
1505,sci-fi,5,5,science,nerd,alien
1505,world war ii,5,2,death,destruction,war
1505,animation,5,5,cartoon,family,funny
1506,end of the world,4,2,death,nuclear,alien
1506,adventure,4,3,forest,danger,adrenaline
1506,world war ii,4,2,German,Italy,Nuclear
1506,martial arts,4,3,Karate,Fight,Jump
1506,surreal,4,4,Astonishment,Dream,Scary
1506,christmas,4,1,Santa Claus,Red,Green
1506,holocaust,4,4,Jewish,Death,German
1507,martial arts,5,1,asian,action,adventure
1507,surreal,4,2,interesting,different,clever
1507,serial killer,5,4,horror,murder,action
1507,mockumentary,4,2,fake,clever,fun
1507,documentary,5,2,educational,factual,teaching
1507,unique,5,2,different,original,clever
1507,original,5,2,unique,groundbreaking,interesting
1507,psychological,5,3,talking,insanity,thinking
1507,fantasy,5,1,cartoonish,scifi,adventure
1507,existentialism,2,2,unique,psychological,different
1508,overrated,5,3,common,too mainstream,basic
1508,tense,5,5,anxious,disturbed,on edge
1508,environmental,5,5,deforestation,pollution,habitat
1508,holocaust,5,5,jews,nazi,death
1508,mockumentary,5,5,very funny,silly,rolling on the floor laughing
1508,documentary,5,5,nonfictional,historical,genuine
1508,serial killer,5,5,messed up,crazy,lone wolf
1508,satire,5,5,sketch,ridicule,parody
1508,action,5,5,adventure,battle,operations
1509,culture clash,5,5,country,food,dress
1509,surreal,4,5,beyond,exceed,above
1509,nonlinear,3,4,math,geometry,science
1509,horror,4,4,scared,monster,house
1509,pirates,4,4,boats,treasure,gold
1509,prison,4,3,jail,guards,police
1509,historical,4,5,ancient,old,records
1509,mafia,4,5,crimes,drugs,KILL
1509,superhero,4,5,STRONG,PERSON,MOVIES
1514,documentary,5,5,non-fictional,reality,history
1514,comic book,5,5,Superhero,magazine,comics art
1514,adventure,5,5,action,danger,adrenaline
1514,mockumentary,5,5,satire,irony, facetious 
1514,hilarious,5,5,funny,amusing,comic
1514,musical,5,5,dancing,music,singers
1514,time travel,5,5,future,past,machine
1514,superhero,5,5,adventure,villain,fights
1514,mystery,5,5,thriller,mysteries,twists
1515,time travel,5,5,Time machine,hibernation,Light speed
1515,comedy,5,3,Comical,hilarious,Funny
1515,dystopia,5,3,Surprise,unpredictable,undesirable
1515,romance,5,5,love relation,forgiveness,love beyond time
1515,historical,5,4,Real life,Classical figures,life lessons
1516,artistic,5,2,Indie,Arthouse ,Experimental
1516,hilarious,5,4,Comedy,Funny,Laugh
1516,musical,5,5,Song,Soundtrack,Animated
1516,horror,4,4,Scary,Thriller,Suspense
1516,animation,5,5,Cartoon,Voice Acting,Art
1516,twists & turns,4,4,Psychological,Thriller,Unexpected
1516,psychological,5,4,Thinking,Unexpected,Twist
1516,superhero,5,5,Cape,Villain,Good v Evil
1516,martial arts,5,2,Fighting ,Master,Teacher
1516,witty,4,4,Clever,Funny,Fast Talking
1519,unique,5,5,exclusive,rare,uncommon
1519,documentary,5,4,written,facts,recorded
1519,predictable,4,5,expected,probable,\tforeseen
1519,christmas,4,5,santa,snow,December 
1519,psychological,5,4,madness,mental illness,unique
1519,plot twist,4,4,jaw-dropper,unexpected development,odd turn\t
1519,romance,4,4,love,Falling in love,valentines 
1519,mafia,4,4,Bad,gang,guns
1519,historical,4,5,\tconfirmed,factual,true
1519,pirates,3,3,treasure map,pirate ship,eye patch
1524,satire,3,3,Funny,Laughter,Sense of Humor
1524,documentary,5,5,Information ,Real Life ,Profile
1524,culture clash,-1,-1,Different people,Customs,Traditions 
1524,action,5,5,Intense,Fast,Not boring
1524,animation,5,5,Creative,Arts ,Very Colorful
1524,war,5,5,Destruction ,Battle,Fighting
1524,time travel,5,5,Futuristic,Time Waves,Energy
1524,india,5,5,Country,Rich ,Customs
1524,film noir,4,4,Dramatic,Dark,Realism
1524,religion,5,5,Godly Instructions for mankind,Salvation ,Hope
1526,predictable,4,4,já esperava,final pronto,já é de se imaginar
1526,war,4,4,luta,batalha,rivalidade
1527,horror,5,2,fear,afraid,dont watch
1527,world war ii,3,2,fight,battle,death
1527,art house,3,4,beautiful,amazing,nice
1527,thriller,5,4,interesting,what next,sit in corner
1527,documentary,5,2,boring,simple,slow moving
1527,mafia,4,3,unknown,somebody work behind,big hand
1527,predictable,5,4,guess,know what next,clues
1527,plot twist,-1,2,dont know,dont know,dont know
1527,christmas,5,4,celebration,santa claus,christmas tree
1527,aliens,4,3,from other planet,vigorous,rare come
1528,witty,5,3,Funny,Slap stick,humor
1528,boring,5,2,slow,uneventful,sleepy
1528,fantasy,4,4,made up,dreams,future
1528,comic book,2,2,Superheros,nerds,drawn
1528,documentary,3,3,home made,real,important events
1528,horror,5,5,scary,terror,killer
1528,space,5,4,universe,futrure,aliens
1528,hilarious,5,4,funny,comedy,laughing
1528,holocaust,2,2,event,historical,sad
1528,funny,5,4,silly,slapstick,laughing
1537,philosophical,3,2,Stoicism,Existential,thought
1537,stylized,2,2,unique,different,beautiful
1537,world war ii,4,1,death,pain,destruction
1537,artistic,4,4,beautiful ,landscape,smart
1537,superhero,5,5,disasater ,hero,resilience
1537,predictable,2,2,boring,waste of time,unsmart
1541,comic book,5,3,colored pages,graphics,speech bubbles
1541,plot twist,5,3,unexpected,easter egg,surprise
1541,satire,5,2,idiocray,george orwell,1984
1541,horror,3,3,gore,suspense,fright
1541,musical,1,1,boring,distracting,irritating
1541,disturbing,2,2,unnerving,unsettling,raw
1541,dystopia,2,2,futuristic,foretelling,foreboding
1541,superhero,2,2,brave,generous,noble
1541,tense,2,2,tight,high alert,frustration
1541,world war ii,2,2,germany,hitler,stalin
1538,martial arts,5,3,judo,karate,taekwondo
1538,time travel,4,4,time,science fiction,theory of relativity
1538,aliens,5,5,UFO,space travel,light years
1538,holocaust,4,3,genocide,ghetto camps,nuclear explosion
1538,art house,3,2,paintings,sculpture,artifact
1538,world war ii,5,5,Allied forces,concentration camps,adolf hitler
1538,stupid,5,5,less inteligent,slow decision taker,dumb
1538,environmental,5,5,climate change,global warming,rise of sea level
1538,psychological,5,5,emotion,mental illness,rehabiliation
1540,violence,4,3,Blood ,dark ,moody
1540,pirates,4,5,theives,sea,ships
1540,drama,5,4,story,suspense,thriller
1540,psychological,4,5,anxiety,refreshness,motivational
1540,india,5,5,Rich Culture,History,spirutality
1540,animation,5,5,cartoons,unreal,on display
1540,sci-fi,5,5,fiction ,scientists,experiments
1540,world war ii,5,5,solders,Guns,life
1543,romance,5,5,emotional,love,happily ever after
1543,film noir,1,1,classic,hollywood,black and white
1543,historical,5,4,era,real events,fiction
1543,world war ii,1,1,opposition,military,crisis
1543,satire,5,5,funny,mockery,parody
1543,christmas,5,5,holiday,family,good message
1545,stupid,5,3,lack of cohesion,lack of humor,doesn't make sense
1545,martial arts,5,3,fighting technique,intelligent fighting,tried and true fighting method
1545,musical,5,3,singing to describe feelings,a story told through music,instruments
1545,sci-fi,5,3,freaky,scary,untrue stories that seem realistic
1545,disturbing,5,3,stomach turning,thriller,sickening
1545,horror,5,3,stomach turning,disgusting,sickening
1545,twist ending,5,3,unexpected,catching off guard,plot twist
1545,stylized,4,3,specific look or vibe,race characteristic ,cultural distinct
1545,humorous,5,3,funny,belly laughing,silly
1549,stupid,5,4,simple,ridiculous,dumb
1549,robots,5,5,lasers,AI,future
1549,predictable,5,3,trope,cliche ,banal
1549,pirates,5,2,ships,treasure,stealing
1549,unique,5,3,avant garde,artsy,modern
1549,world war ii,5,3,tanks,Hitler,Allies
1549,satire,5,5,comedy,outrageous,parody
1549,plot twist,5,3,mystery,misdirection,reveal 
1549,western,5,3,cowboys,horses,desert
1549,horror,5,2,jump scare,ghost,darkness
1562,futuristic,4,4,very modern and unusual in appearance,imagining what things in the future will be like,futuristic architecture
1562,musical,5,4,connected with music,interested in or good at music,He’s very musical
1562,steampunk,3,2,Steampunk is a retrofuturistic subgenre of science fiction that incorporates technology,"The word ""steampunk"" is made of the root words ""steam"" and ""punk",Steampunk statue now stands at Springdale
1562,adventure,5,5,Adventures are forever,Adventure is worthwhile,Adventure begins where plans end
1562,space,5,5,A Waste Of Space,To Be Pressed For Space,Free Space
1562,martial arts,5,5,Martial arts represents your body in swift manner,Martial arts for defense ,Martial arts for not bullying 
1562,art house,5,5,I often love to go art house ,Art house is near my home ,Feel connected in art house 
1562,humorous,5,5,Some people have good Humorous ,Good humorous makes you connected ,Humorous is make other laugh 
1562,visually appealing,5,5,Visually appealing attract other ,visually appealing shows your character ,visually appealing represents about you 
1562,war,5,5,war is not good,War kills ,war can destroy earth 
1566,plot twist,5,3,surprise,character change,reveal
1566,mafia,5,3,violence,family dynamics,organized crime
1566,time travel,5,4,paradox,science fiction,butterfly effect
1566,horror,5,2,gore,suspense,slasher
1566,culture clash,4,2,colonization,misunderstanding,empathy
1566,comic book,5,4,color,backstory,hero
1566,overrated,5,4,over the top,unrealistic,disappointing
1566,quirky,5,4,dark comedy,heart filled,whimsical
1566,martial arts,5,4,action,technique,discipline
1591,prison,2,3,trapped,crime,bad
1591,india,5,4,far,asia,fun
1591,predictable,3,3,easy,close,
1591,witty,5,5,smart,wise,calm
1591,environmental,4,5,nature,clean,calm
1591,fantasy,3,4,future,war,attack
1591,animation,3,3,toy,movement,great
1591,inspirational,5,5,admire,greatness,future
1591,thriller,4,4,scary,afraid,excitement
1599,witty,5,5,Avispado,Locuaz,Listo
1599,time travel,5,5,Aspiral,Maquinas,Reloj
1599,boring,5,5,Soso,Cansado,Dormido
1599,great soundtrack,5,5,I don't now,I don't now,I don't now
1599,overrated,5,5,Demasiado,Tiempo,Sobrado
1599,stupid,4,4,Sobrado,Agresivo,Subido
1599,thought-provoking,5,5,I don't Now,I don't Now,I don't Now
1599,sci-fi,4,5,Naves,Futuro,Marcianos
1599,horror,5,5,Monstruos,Assesinos,Armas
1599,humorous,5,5,Reir,simpatico,Gracioso
1600,religion,5,4,God,prayer,Hope
1600,time travel,5,5,Time machine,Change,Abnormal
1600,cyberpunk,3,5,geek,Techie,Cyber
1600,drama,3,2,Slow,Boring,Avodable
1600,humorous,5,5,Fun,Relax,Happy
1600,pirates,5,3,Ship,sail,Treasure
1600,sci-fi,5,5,Alien,time machine,futuristic
1598,superhero,5,3,savior of the world,with great powers comes great responsibilities,comics
1598,romance,1,2,honey,Princess,wedding day
1598,twist ending,5,5,astonishment,wow!,surprise
1598,pirates,5,3,captain jack sparrow,pirates ship,treasure island
1598,aliens,5,5,UFO,X-Files,cosmo
1598,stylized,3,3,Tarantino,aesthetics,glamour
1598,martial arts,5,4,Bruce Lee,concentration,breathing
1598,time travel,3,3,paradox,time mistake,physics
1598,fantasy,4,4,Middle Ages,Dragons,Wizards
1601,drama,5,4,genres ,comedy,tragedy 
1601,superhero,5,5,Extra ordinary skills,tolerant to pain,helping hand
1601,mafia,5,3,Threatening ,racketing ,crime
1601,comedy,5,4,fun,happy ending ,relaxing 
1601,atmospheric,3,4,stroms,climate change,effects
1601,end of the world,3,5,aliens,war,pandemic 
1603,satire,4,4,Horatian,Juvenalian,Menippean
1603,mockumentary,4,4,docucomedy,Exaggerate Relatable Cliches.,depicting fictional events
1603,superhero,5,4,brave,stock character,special power
