UID,movie,tag,rating,easy
441,"Goonies, The (1985)",pirates,5,Strongly agree
441,Kill Bill: Vol. 1 (2003),martial arts,5,Strongly agree
441,Men in Black (a.k.a. MIB) (1997),humorous,5,Strongly agree
446,"Mask, The (1994)",superhero,5,
446,"Rock, The (1996)",prison,4,Agree
446,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),superhero,3,Agree
446,Willy Wonka & the Chocolate Factory (1971),surreal,3,Neither agree nor disagree
446,Edward Scissorhands (1990),unique,3,Agree
446,Star Wars: Episode VI - Return of the Jedi (1983),artistic,4,Neither agree nor disagree
446,Charlie's Angels (2000),martial arts,4,Agree
446,Babe (1995),animation,3,Neither agree nor disagree
446,Beetlejuice (1988),horror,5,Neither agree nor disagree
446,Bend It Like Beckham (2002),india,5,Neither agree nor disagree
447,Back to the Future (1985),comedy,5,Strongly agree
447,Fight Club (1999),surreal,3,
447,"Matrix, The (1999)",robots,-1,Neither agree nor disagree
447,Star Wars: Episode IV - A New Hope (1977),funny,2,Neither agree nor disagree
447,Willy Wonka & the Chocolate Factory (1971),surreal,5,Agree
447,Toy Story (1995),original,5,Agree
447,Titanic (1997),romance,5,Strongly agree
448,"Shawshank Redemption, The (1994)",culture clash,3,Neither agree nor disagree
448,Total Recall (1990),cyberpunk,3,Neither agree nor disagree
448,Taxi Driver (1976),hallucinatory,2,Disagree
448,Six Days Seven Nights (1998),pirates,4,Neither agree nor disagree
448,"Godfather, The (1972)",stylized,4,Neither agree nor disagree
448,Titanic (1997),romance,5,Agree
448,Toy Story (1995),comedy,5,Agree
448,Mission: Impossible II (2000),predictable,4,Disagree
448,Seven Samurai (Shichinin no samurai) (1954),western,5,Neither agree nor disagree
448,Memento (2000),mystery,5,Agree
450,Titanic (1997),romance,5,Strongly agree
450,Seven Samurai (Shichinin no samurai) (1954),western,3,Agree
450,Toy Story (1995),fantasy,5,
450,Terminator 2: Judgment Day (1991),futuristic,4,Strongly agree
450,"Fifth Element, The (1997)",comic book,3,Agree
450,Dead Man Walking (1995),religion,4,Neither agree nor disagree
450,Back to the Future (1985),comedy,5,Strongly agree
450,Aladdin (1992),animation,5,Strongly agree
450,"Lord of the Rings: The Two Towers, The (2002)",historical,5,Strongly agree
450,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,4,Agree
456,One Flew Over the Cuckoo's Nest (1975),prison,3,Neither agree nor disagree
456,Alien (1979),horror,3,
456,"Lion King, The (1994)",animation,5,Agree
456,American History X (1998),holocaust,5,Strongly agree
456,Die Hard (1988),christmas,4,Neither agree nor disagree
456,Blade Runner (1982),space,2,Strongly agree
456,Terminator 2: Judgment Day (1991),aliens,1,Disagree
456,Apocalypse Now (1979),horror,2,Agree
456,Titanic (1997),romance,5,Agree
456,Blue Velvet (1986),art house,5,Agree
461,"Mask, The (1994)",hilarious,5,Strongly agree
461,Apollo 13 (1995),inspirational,5,Strongly agree
461,"Silence of the Lambs, The (1991)",stupid,1,
461,Ace Ventura: When Nature Calls (1995),stupid,5,Agree
461,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,
461,"Fugitive, The (1993)",stylized,1,Strongly disagree
461,National Treasure (2004),pirates,1,Strongly disagree
461,Alien (1979),horror,5,Strongly agree
461,Star Wars: Episode VI - Return of the Jedi (1983),aliens,1,Disagree
461,Titanic (1997),romance,5,Strongly agree
468,Clear and Present Danger (1994),original,5,Agree
468,"South Park: Bigger, Longer and Uncut (1999)",animation,4,Agree
468,Apollo 13 (1995),stylized,5,Agree
468,"Fugitive, The (1993)",thriller,5,Agree
468,Braveheart (1995),atmospheric,5,Agree
468,Life Is Beautiful (La Vita è bella) (1997),holocaust,5,Agree
468,Beauty and the Beast (1991),musical,5,Agree
468,While You Were Sleeping (1995),christmas,5,Agree
468,Seven Samurai (Shichinin no samurai) (1954),western,5,Agree
468,Fargo (1996),satire,5,Neither agree nor disagree
495,Ace Ventura: Pet Detective (1994),comedy,5,Agree
495,"Shawshank Redemption, The (1994)",romance,1,Agree
495,"Matrix, The (1999)",stylized,5,Agree
495,Terminator 2: Judgment Day (1991),inspirational,3,Neither agree nor disagree
495,Forrest Gump (1994),sci-fi,1,Strongly agree
495,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
495,Fight Club (1999),social commentary,3,Neither agree nor disagree
495,Toy Story (1995),overrated,1,Strongly agree
495,Independence Day (a.k.a. ID4) (1996),stupid,1,
495,Dumb & Dumber (1994),stupid,5,Agree
603,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),mockumentary,5,Strongly agree
603,"Matrix, The (1999)",philosophical,3,
603,Forrest Gump (1994),futuristic,1,Agree
603,Minority Report (2002),robots,4,Agree
603,Schindler's List (1993),disturbing,5,Agree
603,Toy Story (1995),philosophical,2,Neither agree nor disagree
603,Saving Private Ryan (1998),world war ii,5,Strongly agree
603,Ace Ventura: Pet Detective (1994),drama,3,Neither agree nor disagree
603,Jurassic Park (1993),plot twist,-1,Strongly disagree
603,Dumb & Dumber (1994),stupid,5,Strongly agree
636,Batman Forever (1995),comic book,4,Agree
636,Bend It Like Beckham (2002),india,4,Agree
636,Saving Private Ryan (1998),world war ii,5,Strongly agree
636,Jurassic Park (1993),war,4,Agree
636,"Shawshank Redemption, The (1994)",atmospheric,4,Agree
636,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,4,Neither agree nor disagree
636,"Matrix, The (1999)",thought-provoking,3,Agree
636,Star Wars: Episode VI - Return of the Jedi (1983),artistic,4,Agree
636,Star Wars: Episode IV - A New Hope (1977),insanity,4,Agree
636,Toy Story (1995),space,2,Disagree
678,Apollo 13 (1995),violence,2,Agree
678,Blade Runner (1982),cyberpunk,4,Agree
678,"Matrix, The (1999)",stylized,4,Neither agree nor disagree
678,"Nightmare Before Christmas, The (1993)",christmas,5,Strongly agree
678,Princess Mononoke (Mononoke-hime) (1997),environmental,5,Agree
678,Jurassic Park (1993),plot twist,3,Neither agree nor disagree
678,Amadeus (1984),musical,5,Strongly agree
678,Aladdin (1992),thriller,1,Agree
678,Toy Story (1995),historical,1,Agree
678,Forrest Gump (1994),martial arts,1,Agree
708,Pulp Fiction (1994),justice,1,Agree
708,Aladdin (1992),thriller,1,Strongly agree
708,Requiem for a Dream (2000),hallucinatory,5,Strongly agree
708,Fight Club (1999),surreal,4,Strongly agree
708,Eternal Sunshine of the Spotless Mind (2004),sci-fi,5,Strongly agree
753,"Nightmare Before Christmas, The (1993)",christmas,4,Strongly agree
753,Braveheart (1995),inspirational,5,
753,Terminator 2: Judgment Day (1991),inspirational,4,Agree
753,Dead Man Walking (1995),prison,4,Agree
753,Requiem for a Dream (2000),hallucinatory,5,Strongly agree
753,"Matrix, The (1999)",twists & turns,4,Agree
753,Pulp Fiction (1994),humorous,4,Agree
753,"Shawshank Redemption, The (1994)",tense,5,Strongly agree
753,Forrest Gump (1994),social commentary,4,Agree
753,Fight Club (1999),disturbing,3,Neither agree nor disagree
778,"South Park: Bigger, Longer and Uncut (1999)",animation,5,Strongly agree
778,Batman Forever (1995),superhero,5,Agree
778,Gigli (2003),overrated,5,Agree
777,Terminator 2: Judgment Day (1991),atmospheric,4,Strongly agree
777,Star Wars: Episode IV - A New Hope (1977),great soundtrack,5,Strongly agree
777,"Fugitive, The (1993)",justice,5,Agree
777,Independence Day (a.k.a. ID4) (1996),end of the world,4,Agree
777,Dead Man Walking (1995),prison,5,Strongly agree
777,Batman Forever (1995),superhero,5,Strongly agree
777,Jurassic Park (1993),stylized,5,Strongly agree
777,Star Wars: Episode VI - Return of the Jedi (1983),space,5,Strongly agree
777,Saving Private Ryan (1998),world war ii,4,Agree
777,True Lies (1994),predictable,-1,Strongly agree
775,Star Wars: Episode VI - Return of the Jedi (1983),aliens,5,Agree
775,Monty Python and the Holy Grail (1975),social commentary,4,Neither agree nor disagree
775,True Lies (1994),funny,4,Agree
775,Terminator 2: Judgment Day (1991),aliens,5,
775,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,Agree
775,Batman Forever (1995),comic book,4,Agree
775,Jurassic Park (1993),nonlinear,4,Agree
775,"Matrix, The (1999)",insanity,5,
775,Star Wars: Episode IV - A New Hope (1977),thriller,4,Neither agree nor disagree
775,Monty Python's Life of Brian (1979),mockumentary,4,Neither agree nor disagree
798,Ace Ventura: Pet Detective (1994),drama,1,Strongly agree
798,"Blair Witch Project, The (1999)",mockumentary,5,Strongly agree
798,"Matrix, The (1999)",robots,4,Neither agree nor disagree
798,Jurassic Park (1993),plot twist,-1,Neither agree nor disagree
798,Star Wars: Episode IV - A New Hope (1977),action,5,Agree
798,Batman Forever (1995),culture clash,2,Disagree
798,Terminator 2: Judgment Day (1991),tense,4,Agree
798,Toy Story (1995),space,4,Agree
819,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),superhero,5,Agree
819,Terminator 2: Judgment Day (1991),philosophical,3,Neither agree nor disagree
819,Toy Story (1995),violence,1,Strongly disagree
819,Forrest Gump (1994),musical,2,
819,Jurassic Park (1993),nonlinear,1,Strongly disagree
819,"Matrix, The (1999)",visually appealing,4,Agree
819,"Silence of the Lambs, The (1991)",dystopia,5,Strongly agree
819,Seven (a.k.a. Se7en) (1995),insanity,4,Agree
819,Amadeus (1984),musical,2,Disagree
819,Saving Private Ryan (1998),world war ii,5,Strongly agree
831,It's a Wonderful Life (1946),world war ii,1,
831,Batman Forever (1995),superhero,5,Strongly agree
831,Star Wars: Episode IV - A New Hope (1977),twist ending,2,Neither agree nor disagree
831,"Princess Bride, The (1987)",witty,5,Strongly agree
831,Jurassic Park (1993),mystery,1,Strongly agree
831,Saving Private Ryan (1998),world war ii,5,Strongly agree
831,Star Wars: Episode VI - Return of the Jedi (1983),space,5,Strongly agree
831,"Matrix, The (1999)",visually appealing,5,Strongly agree
831,Forrest Gump (1994),time travel,1,Strongly agree
831,Toy Story (1995),overrated,1,Strongly agree
843,"Silence of the Lambs, The (1991)",social commentary,1,Strongly agree
843,Dogma (1999),religion,5,Strongly agree
843,Independence Day (a.k.a. ID4) (1996),futuristic,3,Disagree
843,"O Brother, Where Art Thou? (2000)",musical,5,Strongly agree
843,American Beauty (1999),plot twist,5,Strongly agree
843,"Matrix, The (1999)",atmospheric,5,Strongly agree
843,Fight Club (1999),nonlinear,5,Strongly agree
843,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),mystery,-1,Neither agree nor disagree
843,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),historical,3,Agree
843,Clerks (1994),quirky,5,Strongly agree
853,Batman Forever (1995),culture clash,4,Agree
853,True Lies (1994),predictable,3,Agree
853,Ace Ventura: Pet Detective (1994),drama,4,Agree
853,Star Wars: Episode VI - Return of the Jedi (1983),robots,2,Agree
853,"Fifth Element, The (1997)",cyberpunk,3,Agree
853,"Fugitive, The (1993)",social commentary,3,Agree
853,Toy Story (1995),original,3,Agree
853,Fight Club (1999),drugs,3,Agree
853,"Matrix, The (1999)",insanity,4,Agree
853,Star Wars: Episode IV - A New Hope (1977),adventure,4,Agree
851,Terminator 2: Judgment Day (1991),overrated,1,Disagree
851,Independence Day (a.k.a. ID4) (1996),futuristic,4,Agree
851,"Usual Suspects, The (1995)",adventure,3,Neither agree nor disagree
851,Jurassic Park (1993),predictable,2,Strongly agree
851,"Shawshank Redemption, The (1994)",disturbing,1,
851,Forrest Gump (1994),musical,4,
851,Seven (a.k.a. Se7en) (1995),disturbing,5,
851,"Matrix, The (1999)",philosophical,2,Agree
851,Fight Club (1999),disturbing,4,Agree
851,"O Brother, Where Art Thou? (2000)",musical,5,Strongly agree
863,"Shawshank Redemption, The (1994)",tense,3,Agree
863,"O Brother, Where Art Thou? (2000)",musical,2,Agree
863,Ace Ventura: Pet Detective (1994),culture clash,2,Disagree
863,Star Wars: Episode VI - Return of the Jedi (1983),robots,4,Agree
863,"Matrix, The (1999)",thought-provoking,5,Strongly agree
875,Forrest Gump (1994),india,1,Strongly agree
875,"Fifth Element, The (1997)",cyberpunk,5,Strongly agree
875,Apollo 13 (1995),great soundtrack,4,Agree
875,Pulp Fiction (1994),mafia,5,Strongly agree
875,American Beauty (1999),satire,4,Agree
875,Waterworld (1995),environmental,5,Strongly agree
875,Blade Runner (1982),art house,1,Agree
875,Terminator 2: Judgment Day (1991),inspirational,5,Strongly agree
875,Fight Club (1999),drugs,4,Agree
875,Toy Story (1995),historical,1,Agree
879,Seven (a.k.a. Se7en) (1995),mystery,4,Agree
879,"Silence of the Lambs, The (1991)",futuristic,1,Agree
879,"South Park: Bigger, Longer and Uncut (1999)",animation,5,Strongly agree
879,Independence Day (a.k.a. ID4) (1996),atmospheric,3,Disagree
879,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),war,2,Disagree
879,Waterworld (1995),environmental,5,Agree
879,Ace Ventura: Pet Detective (1994),culture clash,2,Agree
879,Monty Python's Life of Brian (1979),mockumentary,2,Agree
879,Fight Club (1999),justice,2,Disagree
879,Fargo (1996),satire,2,Neither agree nor disagree
881,Forrest Gump (1994),sci-fi,1,Agree
881,Star Wars: Episode VI - Return of the Jedi (1983),aliens,-1,Strongly disagree
894,Fargo (1996),satire,4,Disagree
894,Wild Wild West (1999),western,4,Neither agree nor disagree
894,Jurassic Park (1993),serial killer,4,Neither agree nor disagree
894,Forrest Gump (1994),predictable,3,Neither agree nor disagree
901,Jurassic Park (1993),quirky,5,Neither agree nor disagree
901,Toy Story (1995),atmospheric,4,Agree
917,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),historical,5,Strongly agree
917,Forrest Gump (1994),original,4,Disagree
917,Fight Club (1999),philosophical,3,Strongly disagree
917,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),unique,4,Disagree
917,Terminator 2: Judgment Day (1991),tense,4,Strongly disagree
917,Star Wars: Episode VI - Return of the Jedi (1983),aliens,5,Strongly agree
917,Braveheart (1995),atmospheric,3,Disagree
917,Star Wars: Episode IV - A New Hope (1977),plot twist,3,Agree
917,"Shawshank Redemption, The (1994)",quirky,5,Strongly agree
917,Batman Forever (1995),culture clash,2,Disagree
927,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,-1,Strongly disagree
927,Fight Club (1999),justice,-1,Strongly disagree
927,Braveheart (1995),historical,5,Agree
927,Seven (a.k.a. Se7en) (1995),serial killer,5,Agree
927,Forrest Gump (1994),western,1,Strongly agree
927,Terminator 2: Judgment Day (1991),robots,5,Strongly agree
927,Blade Runner (1982),cyberpunk,5,Strongly agree
927,"Shawshank Redemption, The (1994)",artistic,4,Agree
927,"Matrix, The (1999)",philosophical,5,Strongly agree
927,Requiem for a Dream (2000),hallucinatory,5,Agree
929,Seven (a.k.a. Se7en) (1995),mystery,5,Agree
929,Forrest Gump (1994),space,1,Agree
929,Toy Story (1995),philosophical,-1,
929,Jurassic Park (1993),prison,1,Agree
929,"Shawshank Redemption, The (1994)",film noir,-1,Neither agree nor disagree
929,"Matrix, The (1999)",philosophical,5,Agree
929,Fight Club (1999),justice,1,Agree
931,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),war,2,Neither agree nor disagree
931,Casablanca (1942),world war ii,5,Strongly agree
931,Dances with Wolves (1990),bittersweet,3,Neither agree nor disagree
931,Mr. Holland's Opus (1995),artistic,5,Strongly agree
931,Pulp Fiction (1994),mafia,3,Neither agree nor disagree
931,Forrest Gump (1994),funny,4,Neither agree nor disagree
931,"Silence of the Lambs, The (1991)",drugs,-1,Neither agree nor disagree
931,Apollo 13 (1995),inspirational,5,Strongly agree
931,Toy Story (1995),violence,2,Disagree
931,M*A*S*H (a.k.a. MASH) (1970),culture clash,5,Strongly agree
933,Dances with Wolves (1990),visually appealing,3,Neither agree nor disagree
933,Batman Forever (1995),culture clash,-1,Neither agree nor disagree
933,Jurassic Park (1993),bittersweet,1,Disagree
933,L.A. Confidential (1997),film noir,2,Neither agree nor disagree
933,"Silence of the Lambs, The (1991)",aliens,3,Disagree
933,Toy Story (1995),atmospheric,1,Disagree
933,Fight Club (1999),social commentary,2,Agree
933,Clerks (1994),quirky,1,Neither agree nor disagree
933,Braveheart (1995),violence,1,Neither agree nor disagree
933,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,1,Neither agree nor disagree
934,Independence Day (a.k.a. ID4) (1996),atmospheric,4,Agree
934,"English Patient, The (1996)",boring,3,Agree
934,Forrest Gump (1994),musical,3,Neither agree nor disagree
934,Star Wars: Episode IV - A New Hope (1977),action,5,Strongly agree
934,"Matrix, The (1999)",adventure,3,Agree
934,Star Wars: Episode VI - Return of the Jedi (1983),witty,4,Agree
934,Ace Ventura: Pet Detective (1994),humorous,2,Agree
934,Blade Runner (1982),art house,4,Strongly agree
934,Jurassic Park (1993),tense,3,Strongly agree
934,Casablanca (1942),world war ii,3,Disagree
942,Terminator 2: Judgment Day (1991),sci-fi,4,
942,Toy Story (1995),atmospheric,-1,Disagree
942,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),historical,2,Agree
942,Casablanca (1942),world war ii,3,Neither agree nor disagree
942,Star Wars: Episode IV - A New Hope (1977),sci-fi,5,Strongly agree
942,Jurassic Park (1993),tense,1,Agree
942,"Matrix, The (1999)",dystopia,4,Agree
942,Seven (a.k.a. Se7en) (1995),insanity,4,Agree
942,Pulp Fiction (1994),twist ending,-1,Agree
942,Forrest Gump (1994),predictable,2,Agree
943,Star Wars: Episode IV - A New Hope (1977),serial killer,1,Strongly agree
943,Star Wars: Episode VI - Return of the Jedi (1983),futuristic,5,Strongly agree
943,Best in Show (2000),mockumentary,5,
